#TYPE System.Management.ManagementObject#root\cimv2\Win32_OperatingSystem
"__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","BootDevice","BuildNumber","BuildType","Caption","CodeSet","CountryCode","CreationClassName","CSCreationClassName","CSDVersion","CSName","CurrentTimeZone","DataExecutionPrevention_32BitApplications","DataExecutionPrevention_Available","DataExecutionPrevention_Drivers","DataExecutionPrevention_SupportPolicy","Debug","Description","Distributed","EncryptionLevel","ForegroundApplicationBoost","FreePhysicalMemory","FreeSpaceInPagingFiles","FreeVirtualMemory","InstallDate","LargeSystemCache","LastBootUpTime","LocalDateTime","Locale","Manufacturer","MaxNumberOfProcesses","MaxProcessMemorySize","MUILanguages","Name","NumberOfLicensedUsers","NumberOfProcesses","NumberOfUsers","OperatingSystemSKU","Organization","OSArchitecture","OSLanguage","OSProductSuite","OSType","OtherTypeDescription","PAEEnabled","PlusProductID","PlusVersionNumber","Primary","ProductType","RegisteredUser","SerialNumber","ServicePackMajorVersion","ServicePackMinorVersion","SizeStoredInPagingFiles","Status","SuiteMask","SystemDevice","SystemDirectory","SystemDrive","TotalSwapSpaceSize","TotalVirtualMemorySize","TotalVisibleMemorySize","Version","WindowsDirectory"
"2","Win32_OperatingSystem","CIM_OperatingSystem","CIM_ManagedSystemElement","Win32_OperatingSystem=@","63","System.String[]","UKPC6300","root\cimv2","\\UKPC6300\root\cimv2:Win32_OperatingSystem=@","\Device\HarddiskVolume1","7100","Multiprocessor Free","Microsoft Windows 7 Ultimate ","1252","44","Win32_OperatingSystem","Win32_ComputerSystem",,"UKPC6300","60","True","True","True","2","False","","False","256","2","1599536","3031280","4514116","20090609135946.000000+060",,"20090624093005.365891+060","20090624125851.422000+060","0809","Microsoft Corporation","4294967295","2097024","System.String[]","Microsoft Windows 7 Ultimate |C:\Windows|\Device\Harddisk0\Partition1","0","56","3","1","","32-bit","1033","256","18",,"True",,,"True","1","setup","00428-015-8630506-70217","0","0","3073304","OK","272","\Device\HarddiskVolume1","C:\Windows\system32","C:",,"6144840","3073304","6.1.7100","C:\Windows"
